factura_numero,fecha_venta,local_codigo,total_bruto,total_impuestos,total_neto,comprobante,hora_transaccion
13559,2024-05-01,L002,230.65,20.97,209.68,BE-13559,12:54:29
13560,2024-05-02,L001,110.59,10.05,100.54,BE-13560,21:22:30
13561,2024-05-02,L001,135.86,12.35,123.51,BE-13561,14:30:58
13562,2024-05-02,L002,318.86,28.99,289.87,BE-13562,14:29:00
13563,2024-05-02,L003,167.62,15.24,152.38,BE-13563,20:06:36
13564,2024-05-02,L003,44.93,4.08,40.85,BE-13564,17:57:51
13565,2024-05-02,L003,39.13,3.56,35.57,BE-13565,17:15:35
13566,2024-05-02,L003,542.42,49.31,493.11,BE-13566,16:21:14
13567,2024-05-02,L003,53.22,4.84,48.38,BE-13567,10:58:22
13568,2024-05-03,L001,60.68,5.52,55.16,BE-13568,20:32:51
13569,2024-05-03,L001,133.83,12.17,121.66,BE-13569,13:44:17
13570,2024-05-03,L001,39.00,3.55,35.45,BE-13570,15:09:20
13571,2024-05-03,L001,255.19,23.20,231.99,BE-13571,10:14:52
13572,2024-05-03,L001,25.75,2.34,23.41,BE-13572,14:48:00
13573,2024-05-03,L003,332.87,30.26,302.61,BE-13573,21:45:22
13574,2024-05-04,L001,253.44,23.04,230.40,BE-13574,14:48:31
13575,2024-05-04,L001,255.04,23.19,231.85,BE-13575,15:21:39
13576,2024-05-04,L003,47.61,4.33,43.28,BE-13576,14:20:18
13577,2024-05-04,L003,392.37,35.67,356.70,BE-13577,20:39:17
13578,2024-05-04,L003,516.64,46.97,469.67,BE-13578,15:47:10
13579,2024-05-04,L003,327.75,29.80,297.95,BE-13579,15:25:46
13580,2024-05-04,L003,537.05,48.82,488.23,BE-13580,14:42:11
13581,2024-05-05,L001,258.94,23.54,235.40,BE-13581,13:40:23
13582,2024-05-05,L001,63.50,5.77,57.73,BE-13582,15:30:59
13583,2024-05-05,L001,508.45,46.22,462.23,BE-13583,11:21:07
13584,2024-05-05,L002,174.13,15.83,158.30,BE-13584,19:16:55
13585,2024-05-05,L003,286.28,26.03,260.25,BE-13585,16:08:16
13586,2024-05-05,L003,69.89,6.35,63.54,BE-13586,16:49:54
13587,2024-05-06,L001,368.89,33.54,335.35,BE-13587,15:01:50
13588,2024-05-06,L001,256.26,23.30,232.96,BE-13588,11:26:34
13589,2024-05-06,L001,157.56,14.32,143.24,BE-13589,15:27:53
13590,2024-05-06,L001,34.39,3.13,31.26,BE-13590,19:27:18
13591,2024-05-06,L001,528.80,48.07,480.73,BE-13591,13:28:24
13592,2024-05-06,L002,411.06,37.37,373.69,BE-13592,11:22:25
13593,2024-05-06,L003,232.99,21.18,211.81,BE-13593,21:48:20
13594,2024-05-07,L001,443.72,40.34,403.38,BE-13594,14:38:04
13595,2024-05-07,L001,236.43,21.49,214.94,BE-13595,11:41:10
13596,2024-05-07,L002,158.21,14.38,143.83,BE-13596,14:34:35
13597,2024-05-07,L002,252.69,22.97,229.72,BE-13597,21:13:12
13598,2024-05-07,L002,102.91,9.36,93.55,BE-13598,15:33:43
13599,2024-05-07,L003,493.21,44.84,448.37,BE-13599,19:10:52
13600,2024-05-07,L003,57.89,5.26,52.63,BE-13600,18:19:20
13601,2024-05-07,L003,482.50,43.86,438.64,BE-13601,13:10:58
13602,2024-05-07,L003,137.59,12.51,125.08,BE-13602,12:48:44
13603,2024-05-07,L003,184.78,16.80,167.98,BE-13603,17:38:51
13604,2024-05-08,L001,292.58,26.60,265.98,BE-13604,20:52:05
13605,2024-05-08,L002,115.70,10.52,105.18,BE-13605,20:15:27
13606,2024-05-08,L002,290.15,26.38,263.77,BE-13606,11:16:50
13607,2024-05-08,L002,446.80,40.62,406.18,BE-13607,19:22:05
13608,2024-05-08,L003,313.89,28.54,285.35,BE-13608,13:16:48
13609,2024-05-08,L003,404.89,36.81,368.08,BE-13609,10:07:29
13610,2024-05-09,L001,369.15,33.56,335.59,BE-13610,21:00:36
13611,2024-05-09,L001,26.58,2.42,24.16,BE-13611,11:52:08
13612,2024-05-09,L001,380.03,34.55,345.48,BE-13612,13:40:27
13613,2024-05-09,L002,533.18,48.47,484.71,BE-13613,17:29:38
13614,2024-05-09,L002,84.63,7.69,76.94,BE-13614,17:48:12
13615,2024-05-09,L002,503.00,45.73,457.27,BE-13615,15:00:56
13616,2024-05-09,L002,538.26,48.93,489.33,BE-13616,16:30:42
13617,2024-05-09,L003,403.19,36.65,366.54,BE-13617,21:11:56
13618,2024-05-09,L003,303.38,27.58,275.80,BE-13618,19:19:10
13619,2024-05-09,L003,114.51,10.41,104.10,BE-13619,17:52:26
13620,2024-05-09,L003,471.72,42.88,428.84,BE-13620,12:06:07
13621,2024-05-09,L003,309.50,28.14,281.36,BE-13621,15:32:49
13622,2024-05-10,L001,416.74,37.89,378.85,BE-13622,18:08:43
13623,2024-05-10,L001,201.53,18.32,183.21,BE-13623,12:13:24
13624,2024-05-10,L001,397.45,36.13,361.32,BE-13624,19:49:00
13625,2024-05-10,L001,233.66,21.24,212.42,BE-13625,12:15:54
13626,2024-05-10,L001,151.33,13.76,137.57,BE-13626,18:33:56
13627,2024-05-10,L002,226.61,20.60,206.01,BE-13627,16:26:29
13628,2024-05-10,L002,528.79,48.07,480.72,BE-13628,19:05:10
13629,2024-05-10,L002,105.14,9.56,95.58,BE-13629,15:04:45
13630,2024-05-10,L003,325.84,29.62,296.22,BE-13630,16:07:08
13631,2024-05-10,L003,549.79,49.98,499.81,BE-13631,12:45:02
13632,2024-05-10,L003,334.18,30.38,303.80,BE-13632,13:58:42
13633,2024-05-10,L003,38.80,3.53,35.27,BE-13633,17:05:51
13634,2024-05-11,L001,343.99,31.27,312.72,BE-13634,19:06:05
13635,2024-05-11,L001,207.15,18.83,188.32,BE-13635,13:53:18
13636,2024-05-11,L001,243.69,22.15,221.54,BE-13636,19:36:57
13637,2024-05-11,L002,131.19,11.93,119.26,BE-13637,16:10:41
13638,2024-05-11,L003,420.10,38.19,381.91,BE-13638,21:46:52
13639,2024-05-11,L003,62.56,5.69,56.87,BE-13639,14:23:26
13640,2024-05-11,L003,64.14,5.83,58.31,BE-13640,21:12:51
13641,2024-05-11,L003,363.44,33.04,330.40,BE-13641,21:35:21
13642,2024-05-12,L001,35.15,3.20,31.95,BE-13642,11:13:50
13643,2024-05-12,L002,286.87,26.08,260.79,BE-13643,10:56:00
13644,2024-05-12,L002,416.21,37.84,378.37,BE-13644,11:19:15
13645,2024-05-12,L002,531.75,48.34,483.41,BE-13645,15:30:22
13646,2024-05-12,L003,494.45,44.95,449.50,BE-13646,21:20:52
13647,2024-05-12,L003,104.71,9.52,95.19,BE-13647,21:21:09
13648,2024-05-13,L001,329.97,30.00,299.97,BE-13648,13:25:54
13649,2024-05-13,L001,124.69,11.34,113.35,BE-13649,14:13:35
13650,2024-05-13,L001,132.32,12.03,120.29,BE-13650,15:55:05
13651,2024-05-13,L001,118.82,10.80,108.02,BE-13651,12:06:26
13652,2024-05-13,L003,481.66,43.79,437.87,BE-13652,16:28:02
13653,2024-05-13,L003,64.19,5.84,58.35,BE-13653,18:37:04
13654,2024-05-13,L003,526.83,47.89,478.94,BE-13654,13:19:02
13655,2024-05-14,L002,274.35,24.94,249.41,BE-13655,18:31:41
13656,2024-05-14,L002,24.02,2.18,21.84,BE-13656,14:55:25
13657,2024-05-14,L002,63.07,5.73,57.34,BE-13657,19:18:52
13658,2024-05-14,L003,152.73,13.88,138.85,BE-13658,10:37:36
13659,2024-05-14,L003,225.17,20.47,204.70,BE-13659,17:35:53
13660,2024-05-14,L003,323.86,29.44,294.42,BE-13660,19:37:31
13661,2024-05-14,L003,100.85,9.17,91.68,BE-13661,20:59:45
13662,2024-05-15,L002,216.24,19.66,196.58,BE-13662,12:22:03
13663,2024-05-15,L003,299.36,27.21,272.15,BE-13663,17:11:35
13664,2024-05-15,L003,293.54,26.69,266.85,BE-13664,14:03:46
13665,2024-05-16,L001,63.05,5.73,57.32,BE-13665,11:44:20
13666,2024-05-16,L002,315.73,28.70,287.03,BE-13666,12:31:13
13667,2024-05-16,L003,298.71,27.16,271.55,BE-13667,13:39:55
13668,2024-05-17,L002,221.10,20.10,201.00,BE-13668,17:28:38
13669,2024-05-17,L002,422.48,38.41,384.07,BE-13669,20:14:26
13670,2024-05-17,L003,497.27,45.21,452.06,BE-13670,10:15:49
13671,2024-05-17,L003,368.15,33.47,334.68,BE-13671,18:00:18
13672,2024-05-17,L003,81.68,7.43,74.25,BE-13672,19:51:43
13673,2024-05-17,L003,40.00,3.64,36.36,BE-13673,11:19:44
13674,2024-05-18,L001,260.96,23.72,237.24,BE-13674,17:01:31
13675,2024-05-18,L001,333.16,30.29,302.87,BE-13675,17:59:17
13676,2024-05-18,L002,238.22,21.66,216.56,BE-13676,20:06:24
13677,2024-05-18,L002,317.68,28.88,288.80,BE-13677,20:48:56
13678,2024-05-18,L002,364.98,33.18,331.80,BE-13678,21:12:13
13679,2024-05-18,L002,29.81,2.71,27.10,BE-13679,17:36:19
13680,2024-05-18,L003,40.57,3.69,36.88,BE-13680,11:50:23
13681,2024-05-19,L001,315.98,28.73,287.25,BE-13681,16:50:33
13682,2024-05-19,L001,209.26,19.02,190.24,BE-13682,14:22:33
13683,2024-05-19,L001,163.41,14.86,148.55,BE-13683,11:09:13
13684,2024-05-19,L001,396.58,36.05,360.53,BE-13684,19:51:20
13685,2024-05-19,L002,57.53,5.23,52.30,BE-13685,21:21:27
13686,2024-05-19,L002,164.96,15.00,149.96,BE-13686,10:35:27
13687,2024-05-19,L002,501.19,45.56,455.63,BE-13687,19:43:48
13688,2024-05-19,L002,451.11,41.01,410.10,BE-13688,14:32:41
13689,2024-05-19,L002,348.90,31.72,317.18,BE-13689,10:26:24
13690,2024-05-20,L002,469.44,42.68,426.76,BE-13690,15:49:36
13691,2024-05-20,L003,262.16,23.83,238.33,BE-13691,21:06:44
13692,2024-05-20,L003,27.20,2.47,24.73,BE-13692,20:17:06
13693,2024-05-21,L001,279.55,25.41,254.14,BE-13693,21:44:20
13694,2024-05-21,L002,263.66,23.97,239.69,BE-13694,14:19:40
13695,2024-05-21,L002,289.11,26.28,262.83,BE-13695,14:05:45
13696,2024-05-21,L002,510.15,46.38,463.77,BE-13696,18:21:03
13697,2024-05-21,L003,450.06,40.91,409.15,BE-13697,10:36:50
13698,2024-05-22,L002,88.43,8.04,80.39,BE-13698,18:18:40
13699,2024-05-22,L002,507.37,46.12,461.25,BE-13699,13:34:57
13700,2024-05-22,L002,545.08,49.55,495.53,BE-13700,13:33:09
13701,2024-05-22,L002,453.50,41.23,412.27,BE-13701,16:42:51
13702,2024-05-22,L002,270.08,24.55,245.53,BE-13702,11:34:13
13703,2024-05-22,L003,469.72,42.70,427.02,BE-13703,10:26:18
13704,2024-05-23,L001,106.11,9.65,96.46,BE-13704,12:32:55
13705,2024-05-23,L002,548.89,49.90,498.99,BE-13705,21:57:52
13706,2024-05-23,L002,457.27,41.57,415.70,BE-13706,11:50:23
13707,2024-05-23,L002,193.23,17.57,175.66,BE-13707,11:34:31
13708,2024-05-23,L002,33.97,3.09,30.88,BE-13708,14:35:50
13709,2024-05-23,L003,50.64,4.60,46.04,BE-13709,11:42:40
13710,2024-05-23,L003,431.90,39.26,392.64,BE-13710,17:15:16
13711,2024-05-24,L002,529.36,48.12,481.24,BE-13711,16:28:08
13712,2024-05-24,L002,411.96,37.45,374.51,BE-13712,11:25:34
13713,2024-05-24,L002,106.35,9.67,96.68,BE-13713,20:50:25
13714,2024-05-24,L003,268.54,24.41,244.13,BE-13714,12:06:24
13715,2024-05-24,L003,509.58,46.33,463.25,BE-13715,11:35:43
13716,2024-05-24,L003,54.74,4.98,49.76,BE-13716,17:42:49
13717,2024-05-24,L003,182.49,16.59,165.90,BE-13717,20:20:21
13718,2024-05-25,L001,227.03,20.64,206.39,BE-13718,19:28:17
13719,2024-05-25,L001,301.11,27.37,273.74,BE-13719,20:19:15
13720,2024-05-25,L001,512.48,46.59,465.89,BE-13720,14:16:27
13721,2024-05-25,L002,506.52,46.05,460.47,BE-13721,16:12:59
13722,2024-05-25,L002,256.71,23.34,233.37,BE-13722,19:57:07
13723,2024-05-25,L002,525.05,47.73,477.32,BE-13723,12:26:22
13724,2024-05-25,L002,54.49,4.95,49.54,BE-13724,21:41:21
13725,2024-05-25,L002,524.36,47.67,476.69,BE-13725,21:47:22
13726,2024-05-25,L003,125.92,11.45,114.47,BE-13726,12:45:49
13727,2024-05-25,L003,144.20,13.11,131.09,BE-13727,16:21:55
13728,2024-05-25,L003,546.19,49.65,496.54,BE-13728,19:33:19
13729,2024-05-25,L003,464.83,42.26,422.57,BE-13729,15:48:17
13730,2024-05-25,L003,170.91,15.54,155.37,BE-13730,19:57:30
13731,2024-05-26,L002,331.84,30.17,301.67,BE-13731,14:55:55
13732,2024-05-26,L002,471.03,42.82,428.21,BE-13732,18:07:52
13733,2024-05-26,L002,38.51,3.50,35.01,BE-13733,19:25:24
13734,2024-05-26,L003,113.41,10.31,103.10,BE-13734,19:07:39
13735,2024-05-27,L001,440.08,40.01,400.07,BE-13735,12:01:32
13736,2024-05-27,L002,149.85,13.62,136.23,BE-13736,18:17:09
13737,2024-05-27,L003,333.91,30.36,303.55,BE-13737,14:52:29
13738,2024-05-28,L002,400.38,36.40,363.98,BE-13738,17:24:08
13739,2024-05-28,L003,138.53,12.59,125.94,BE-13739,13:08:48
13740,2024-05-28,L003,521.61,47.42,474.19,BE-13740,18:13:14
13741,2024-05-28,L003,453.63,41.24,412.39,BE-13741,13:12:23
13742,2024-05-28,L003,474.71,43.16,431.55,BE-13742,21:52:34
13743,2024-05-29,L001,132.79,12.07,120.72,BE-13743,16:57:38
13744,2024-05-29,L001,51.82,4.71,47.11,BE-13744,17:47:03
13745,2024-05-29,L003,331.21,30.11,301.10,BE-13745,19:30:00
13746,2024-05-29,L003,438.82,39.89,398.93,BE-13746,13:34:54
13747,2024-05-29,L003,191.37,17.40,173.97,BE-13747,15:34:38
13748,2024-05-30,L001,544.17,49.47,494.70,BE-13748,18:19:02
13749,2024-05-30,L001,437.95,39.81,398.14,BE-13749,15:02:22
13750,2024-05-30,L001,351.95,32.00,319.95,BE-13750,19:06:08
13751,2024-05-30,L001,42.83,3.89,38.94,BE-13751,16:36:43
13752,2024-05-30,L002,347.68,31.61,316.07,BE-13752,18:10:29
13753,2024-05-30,L002,249.82,22.71,227.11,BE-13753,20:40:33
13754,2024-05-30,L002,233.11,21.19,211.92,BE-13754,16:09:48
13755,2024-05-31,L001,326.04,29.64,296.40,BE-13755,10:18:27
13756,2024-05-31,L002,265.41,24.13,241.28,BE-13756,15:19:35
13757,2024-05-31,L002,408.36,37.12,371.24,BE-13757,20:43:39
13758,2024-05-31,L003,443.21,40.29,402.92,BE-13758,11:55:01
13759,2024-05-31,L003,155.09,14.10,140.99,BE-13759,10:04:13
13760,2024-05-31,L003,312.91,28.45,284.46,BE-13760,10:57:41
13761,2024-06-01,L001,265.79,24.16,241.63,BE-13761,19:54:58
13762,2024-06-01,L001,30.46,2.77,27.69,BE-13762,13:50:51
13763,2024-06-01,L002,265.36,24.12,241.24,BE-13763,18:43:56
13764,2024-06-01,L002,301.90,27.45,274.45,BE-13764,19:39:41
13765,2024-06-01,L002,135.49,12.32,123.17,BE-13765,16:37:17
13766,2024-06-01,L002,377.32,34.30,343.02,BE-13766,14:21:30
13767,2024-06-01,L002,517.51,47.05,470.46,BE-13767,13:51:05
13768,2024-06-01,L003,282.33,25.67,256.66,BE-13768,16:50:08
13769,2024-06-01,L003,127.55,11.60,115.95,BE-13769,15:29:30
13770,2024-06-02,L001,135.37,12.31,123.06,BE-13770,11:00:07
13771,2024-06-02,L001,100.74,9.16,91.58,BE-13771,11:37:27
13772,2024-06-02,L003,444.29,40.39,403.90,BE-13772,11:02:32
13773,2024-06-02,L003,317.91,28.90,289.01,BE-13773,18:37:11
13774,2024-06-03,L001,544.51,49.50,495.01,BE-13774,10:35:31
13775,2024-06-03,L001,342.39,31.13,311.26,BE-13775,17:32:52
13776,2024-06-03,L001,182.18,16.56,165.62,BE-13776,17:14:52
13777,2024-06-03,L001,374.26,34.02,340.24,BE-13777,13:53:43
13778,2024-06-03,L002,330.15,30.01,300.14,BE-13778,18:30:08
13779,2024-06-03,L002,348.38,31.67,316.71,BE-13779,20:18:55
13780,2024-06-03,L002,482.98,43.91,439.07,BE-13780,13:42:55
13781,2024-06-03,L003,499.10,45.37,453.73,BE-13781,19:28:10
13782,2024-06-04,L001,213.03,19.37,193.66,BE-13782,15:28:30
13783,2024-06-04,L001,300.38,27.31,273.07,BE-13783,20:58:04
13784,2024-06-04,L001,410.79,37.34,373.45,BE-13784,13:51:40
13785,2024-06-04,L002,362.35,32.94,329.41,BE-13785,17:37:57
13786,2024-06-04,L002,334.21,30.38,303.83,BE-13786,15:42:20
13787,2024-06-04,L002,102.93,9.36,93.57,BE-13787,18:36:32
13788,2024-06-04,L002,410.14,37.29,372.85,BE-13788,19:22:01
13789,2024-06-05,L001,305.84,27.80,278.04,BE-13789,20:03:37
13790,2024-06-05,L001,141.93,12.90,129.03,BE-13790,19:40:44
13791,2024-06-05,L001,549.08,49.92,499.16,BE-13791,21:09:59
13792,2024-06-05,L001,523.59,47.60,475.99,BE-13792,11:15:09
13793,2024-06-05,L002,538.89,48.99,489.90,BE-13793,13:58:21
13794,2024-06-05,L003,171.23,15.57,155.66,BE-13794,18:21:35
13795,2024-06-05,L003,123.85,11.26,112.59,BE-13795,18:31:12
13796,2024-06-05,L003,23.82,2.17,21.65,BE-13796,14:57:47
13797,2024-06-06,L002,31.00,2.82,28.18,BE-13797,18:05:47
13798,2024-06-06,L002,543.18,49.38,493.80,BE-13798,12:01:05
13799,2024-06-06,L002,246.96,22.45,224.51,BE-13799,15:04:29
13800,2024-06-06,L003,111.84,10.17,101.67,BE-13800,16:08:08
13801,2024-06-06,L003,355.51,32.32,323.19,BE-13801,16:46:37
13802,2024-06-06,L003,527.34,47.94,479.40,BE-13802,21:17:09
13803,2024-06-06,L003,147.62,13.42,134.20,BE-13803,17:11:49
13804,2024-06-07,L001,109.99,10.00,99.99,BE-13804,18:51:08
13805,2024-06-07,L002,368.10,33.46,334.64,BE-13805,17:21:24
13806,2024-06-07,L002,235.61,21.42,214.19,BE-13806,21:42:00
13807,2024-06-07,L002,142.49,12.95,129.54,BE-13807,19:27:14
13808,2024-06-07,L002,22.78,2.07,20.71,BE-13808,21:49:20
13809,2024-06-07,L003,464.04,42.19,421.85,BE-13809,12:04:58
13810,2024-06-07,L003,170.24,15.48,154.76,BE-13810,13:00:19
13811,2024-06-08,L002,500.71,45.52,455.19,BE-13811,14:32:10
13812,2024-06-08,L002,182.18,16.56,165.62,BE-13812,19:56:11
13813,2024-06-08,L002,367.40,33.40,334.00,BE-13813,15:41:04
13814,2024-06-08,L002,487.95,44.36,443.59,BE-13814,17:15:43
13815,2024-06-08,L003,56.69,5.15,51.54,BE-13815,12:39:00
13816,2024-06-08,L003,98.04,8.91,89.13,BE-13816,15:40:46
13817,2024-06-09,L001,193.96,17.63,176.33,BE-13817,16:36:10
13818,2024-06-09,L001,401.04,36.46,364.58,BE-13818,12:30:24
13819,2024-06-09,L001,412.83,37.53,375.30,BE-13819,17:09:39
13820,2024-06-09,L002,440.11,40.01,400.10,BE-13820,12:51:01
13821,2024-06-09,L002,540.51,49.14,491.37,BE-13821,14:54:11
13822,2024-06-09,L002,85.49,7.77,77.72,BE-13822,20:17:12
13823,2024-06-09,L002,408.72,37.16,371.56,BE-13823,20:22:38
13824,2024-06-09,L003,486.04,44.19,441.85,BE-13824,11:04:28
13825,2024-06-09,L003,542.10,49.28,492.82,BE-13825,18:53:51
13826,2024-06-09,L003,540.77,49.16,491.61,BE-13826,13:00:17
13827,2024-06-09,L003,286.42,26.04,260.38,BE-13827,15:46:53
13828,2024-06-10,L001,265.89,24.17,241.72,BE-13828,12:37:19
13829,2024-06-10,L001,102.00,9.27,92.73,BE-13829,17:08:33
13830,2024-06-10,L001,116.37,10.58,105.79,BE-13830,18:07:34
13831,2024-06-10,L001,258.38,23.49,234.89,BE-13831,17:03:55
13832,2024-06-10,L003,535.98,48.73,487.25,BE-13832,14:18:52
13833,2024-06-10,L003,231.48,21.04,210.44,BE-13833,19:12:51
13834,2024-06-10,L003,223.14,20.29,202.85,BE-13834,19:51:44
13835,2024-06-10,L003,447.31,40.66,406.65,BE-13835,12:45:45
13836,2024-06-11,L001,479.13,43.56,435.57,BE-13836,10:28:19
13837,2024-06-11,L001,523.04,47.55,475.49,BE-13837,20:25:48
13838,2024-06-11,L001,507.46,46.13,461.33,BE-13838,15:10:02
13839,2024-06-11,L001,398.34,36.21,362.13,BE-13839,20:38:08
13840,2024-06-11,L002,64.19,5.84,58.35,BE-13840,20:18:20
13841,2024-06-11,L002,394.93,35.90,359.03,BE-13841,14:50:05
13842,2024-06-11,L002,93.72,8.52,85.20,BE-13842,20:26:12
13843,2024-06-11,L003,312.60,28.42,284.18,BE-13843,10:45:28
13844,2024-06-11,L003,114.16,10.38,103.78,BE-13844,12:01:31
13845,2024-06-12,L001,202.26,18.39,183.87,BE-13845,12:18:04
13846,2024-06-12,L001,499.71,45.43,454.28,BE-13846,12:59:31
13847,2024-06-12,L001,503.28,45.75,457.53,BE-13847,16:32:39
13848,2024-06-12,L001,273.94,24.90,249.04,BE-13848,11:11:50
13849,2024-06-12,L001,430.52,39.14,391.38,BE-13849,17:01:22
13850,2024-06-12,L002,191.85,17.44,174.41,BE-13850,19:15:05
13851,2024-06-12,L003,444.77,40.43,404.34,BE-13851,13:00:42
13852,2024-06-12,L003,198.11,18.01,180.10,BE-13852,16:19:00
13853,2024-06-12,L003,277.30,25.21,252.09,BE-13853,21:15:00
13854,2024-06-13,L002,158.00,14.36,143.64,BE-13854,17:12:17
13855,2024-06-13,L003,132.91,12.08,120.83,BE-13855,21:39:08
13856,2024-06-13,L003,221.61,20.15,201.46,BE-13856,21:46:14
13857,2024-06-13,L003,103.18,9.38,93.80,BE-13857,14:41:55
13858,2024-06-15,L003,537.25,48.84,488.41,BE-13858,15:05:27
13859,2024-06-15,L003,508.73,46.25,462.48,BE-13859,16:55:27
13860,2024-06-15,L003,449.08,40.83,408.25,BE-13860,10:57:21
13861,2024-06-15,L003,182.92,16.63,166.29,BE-13861,14:34:54
13862,2024-06-15,L003,538.69,48.97,489.72,BE-13862,20:07:18
13863,2024-06-16,L001,337.62,30.69,306.93,BE-13863,13:40:41
13864,2024-06-16,L002,144.89,13.17,131.72,BE-13864,15:34:36
13865,2024-06-16,L002,514.77,46.80,467.97,BE-13865,18:27:25
13866,2024-06-16,L002,414.40,37.67,376.73,BE-13866,18:24:16
13867,2024-06-16,L002,401.05,36.46,364.59,BE-13867,16:22:12
13868,2024-06-16,L002,277.39,25.22,252.17,BE-13868,20:32:31
13869,2024-06-16,L003,136.46,12.41,124.05,BE-13869,10:22:16
13870,2024-06-16,L003,517.76,47.07,470.69,BE-13870,19:59:34
13871,2024-06-16,L003,302.20,27.47,274.73,BE-13871,21:53:36
13872,2024-06-16,L003,176.84,16.08,160.76,BE-13872,20:32:11
13873,2024-06-16,L003,469.76,42.71,427.05,BE-13873,18:46:17
13874,2024-06-17,L001,230.02,20.91,209.11,BE-13874,11:30:32
13875,2024-06-17,L001,195.37,17.76,177.61,BE-13875,16:11:36
13876,2024-06-17,L001,107.43,9.77,97.66,BE-13876,16:41:15
13877,2024-06-17,L002,265.63,24.15,241.48,BE-13877,13:57:08
13878,2024-06-17,L002,259.92,23.63,236.29,BE-13878,21:51:29
13879,2024-06-17,L003,71.95,6.54,65.41,BE-13879,11:34:55
13880,2024-06-17,L003,191.74,17.43,174.31,BE-13880,11:43:24
13881,2024-06-17,L003,178.23,16.20,162.03,BE-13881,10:13:25
13882,2024-06-17,L003,220.68,20.06,200.62,BE-13882,10:53:17
13883,2024-06-18,L001,226.80,20.62,206.18,BE-13883,16:14:52
13884,2024-06-18,L001,350.51,31.86,318.65,BE-13884,10:39:18
13885,2024-06-18,L003,291.03,26.46,264.57,BE-13885,15:19:21
13886,2024-06-18,L003,142.24,12.93,129.31,BE-13886,15:33:04
13887,2024-06-18,L003,511.96,46.54,465.42,BE-13887,10:21:23
13888,2024-06-18,L003,540.10,49.10,491.00,BE-13888,11:28:54
13889,2024-06-18,L003,238.66,21.70,216.96,BE-13889,11:41:47
13890,2024-06-19,L001,351.86,31.99,319.87,BE-13890,13:28:56
13891,2024-06-19,L001,202.80,18.44,184.36,BE-13891,11:04:48
13892,2024-06-19,L001,116.91,10.63,106.28,BE-13892,21:01:28
13893,2024-06-19,L001,540.85,49.17,491.68,BE-13893,21:42:38
13894,2024-06-19,L001,529.44,48.13,481.31,BE-13894,19:52:03
13895,2024-06-19,L002,103.18,9.38,93.80,BE-13895,12:35:52
13896,2024-06-19,L002,211.92,19.27,192.65,BE-13896,12:35:31
13897,2024-06-19,L002,476.55,43.32,433.23,BE-13897,17:10:19
13898,2024-06-19,L003,173.11,15.74,157.37,BE-13898,18:45:52
13899,2024-06-20,L001,44.47,4.04,40.43,BE-13899,11:26:15
13900,2024-06-20,L001,397.09,36.10,360.99,BE-13900,15:55:58
13901,2024-06-20,L001,301.58,27.42,274.16,BE-13901,18:31:36
13902,2024-06-20,L003,228.34,20.76,207.58,BE-13902,13:04:03
13903,2024-06-20,L003,530.41,48.22,482.19,BE-13903,15:08:35
13904,2024-06-20,L003,392.26,35.66,356.60,BE-13904,10:51:46
13905,2024-06-21,L001,338.38,30.76,307.62,BE-13905,16:46:37
13906,2024-06-21,L001,428.58,38.96,389.62,BE-13906,16:07:24
13907,2024-06-21,L001,290.86,26.44,264.42,BE-13907,14:22:59
13908,2024-06-21,L001,35.84,3.26,32.58,BE-13908,11:47:56
13909,2024-06-21,L001,74.91,6.81,68.10,BE-13909,13:08:36
13910,2024-06-21,L002,23.58,2.14,21.44,BE-13910,21:50:07
13911,2024-06-21,L002,278.10,25.28,252.82,BE-13911,19:00:25
13912,2024-06-21,L002,275.15,25.01,250.14,BE-13912,19:48:23
13913,2024-06-21,L002,399.60,36.33,363.27,BE-13913,14:53:52
13914,2024-06-22,L001,364.86,33.17,331.69,BE-13914,13:21:07
13915,2024-06-22,L001,193.83,17.62,176.21,BE-13915,20:03:14
13916,2024-06-22,L002,302.03,27.46,274.57,BE-13916,16:56:16
13917,2024-06-22,L002,514.50,46.77,467.73,BE-13917,12:52:07
13918,2024-06-22,L002,294.98,26.82,268.16,BE-13918,21:02:45
13919,2024-06-22,L003,67.88,6.17,61.71,BE-13919,20:43:55
13920,2024-06-22,L003,203.35,18.49,184.86,BE-13920,18:21:22
13921,2024-06-22,L003,250.12,22.74,227.38,BE-13921,20:00:40
13922,2024-06-22,L003,176.78,16.07,160.71,BE-13922,11:47:32
13923,2024-06-22,L003,393.12,35.74,357.38,BE-13923,13:25:43
13924,2024-06-23,L001,246.26,22.39,223.87,BE-13924,19:28:35
13925,2024-06-23,L001,475.50,43.23,432.27,BE-13925,11:45:34
13926,2024-06-23,L001,240.82,21.89,218.93,BE-13926,13:20:26
13927,2024-06-23,L001,286.64,26.06,260.58,BE-13927,12:55:46
13928,2024-06-23,L002,270.26,24.57,245.69,BE-13928,12:45:53
13929,2024-06-23,L003,84.62,7.69,76.93,BE-13929,16:46:20
13930,2024-06-23,L003,477.62,43.42,434.20,BE-13930,19:31:04
13931,2024-06-23,L003,88.46,8.04,80.42,BE-13931,14:14:50
13932,2024-06-24,L001,399.65,36.33,363.32,BE-13932,16:44:57
13933,2024-06-24,L001,412.62,37.51,375.11,BE-13933,11:23:31
13934,2024-06-24,L002,47.29,4.30,42.99,BE-13934,10:59:06
13935,2024-06-25,L001,458.12,41.65,416.47,BE-13935,14:27:03
